account_id,observation_month,watchlist_rank,predicted_probability,target_deterioration_6m,months_to_deterioration,reason_feature_1,reason_value_1,reason_shap_1,reason_1,reason_feature_2,reason_value_2,reason_shap_2,reason_2,reason_feature_3,reason_value_3,reason_shap_3,reason_3
ACC000849,2022-02-28,29,1.0,1,3.0,utilization_change_1m,0.1953,1.0012372732162476,Utilisation increased recently (utilization_change_1m=0.195),utilization_std_3m,0.1566463000946189,0.8497248888015747,Utilisation volatility is elevated (utilization_std_3m=0.157),cash_buffer_months,2.53,0.736347496509552,Cash buffer is thin or deteriorating (cash_buffer_months=2.530)
ACC000886,2022-02-28,30,1.0,1,1.0,cash_buffer_months,1.568,1.2599602937698364,Cash buffer is thin or deteriorating (cash_buffer_months=1.568),utilization_std_6m,0.1187529775065311,0.5977757573127747,Utilisation volatility is elevated (utilization_std_6m=0.119),payment_to_balance,0.0178446135124706,0.5747506618499756,Payment relative to balance is weak (payment_to_balance=0.018)
ACC000895,2022-02-28,31,1.0,1,1.0,cash_buffer_months,1.016,0.9444845914840698,Cash buffer is thin or deteriorating (cash_buffer_months=1.016),utilization_std_6m,0.1920559579914147,0.6141603589057922,Utilisation volatility is elevated (utilization_std_6m=0.192),utilization_std_3m,0.0818572130806633,0.5561172962188721,Utilisation volatility is elevated (utilization_std_3m=0.082)
ACC000916,2022-02-28,32,1.0,1,4.0,cash_buffer_months,1.89,1.0034866333007812,Cash buffer is thin or deteriorating (cash_buffer_months=1.890),payment_to_balance,0.0214258000421051,0.5722696781158447,Payment relative to balance is weak (payment_to_balance=0.021),utilization_std_3m,0.084527056812202,0.5645112991333008,Utilisation volatility is elevated (utilization_std_3m=0.085)
ACC000945,2022-02-28,33,1.0,1,3.0,utilization_std_3m,0.1438371417031548,0.9359160661697388,Utilisation volatility is elevated (utilization_std_3m=0.144),utilization_change_1m,0.1293,0.84100741147995,Utilisation increased recently (utilization_change_1m=0.129),cash_buffer_months,2.409,0.8284748792648315,Cash buffer is thin or deteriorating (cash_buffer_months=2.409)
ACC000968,2022-02-28,34,1.0,1,2.0,cash_buffer_months,1.79,0.9198252558708191,Cash buffer is thin or deteriorating (cash_buffer_months=1.790),utilization_std_3m,0.1408063919003671,0.8709893226623535,Utilisation volatility is elevated (utilization_std_3m=0.141),utilization_change_1m,0.1537999999999999,0.7233301997184753,Utilisation increased recently (utilization_change_1m=0.154)
ACC000973,2022-02-28,35,1.0,1,4.0,cash_buffer_months,1.852,0.9376867413520813,Cash buffer is thin or deteriorating (cash_buffer_months=1.852),utilization_std_3m,0.1145834775756663,0.9372203946113586,Utilisation volatility is elevated (utilization_std_3m=0.115),utilization_change_1m,0.1545999999999999,0.8229138255119324,Utilisation increased recently (utilization_change_1m=0.155)
ACC000987,2022-02-28,36,1.0,1,3.0,utilization_change_1m,0.1753,0.9778890013694763,Utilisation increased recently (utilization_change_1m=0.175),utilization_std_3m,0.1440733262381812,0.9583903551101685,Utilisation volatility is elevated (utilization_std_3m=0.144),cash_buffer_months,2.013,0.850178599357605,Cash buffer is thin or deteriorating (cash_buffer_months=2.013)
ACC000991,2022-02-28,37,1.0,1,1.0,cash_buffer_months,0.914,1.2363615036010742,Cash buffer is thin or deteriorating (cash_buffer_months=0.914),utilization_std_6m,0.1566633332978714,0.5819723606109619,Utilisation volatility is elevated (utilization_std_6m=0.157),payment_to_balance,0.0162460079367697,0.5686566233634949,Payment relative to balance is weak (payment_to_balance=0.016)
ACC001080,2022-02-28,38,1.0,1,2.0,cash_buffer_months,1.691,0.905454695224762,Cash buffer is thin or deteriorating (cash_buffer_months=1.691),utilization_std_3m,0.1523792746187399,0.851029098033905,Utilisation volatility is elevated (utilization_std_3m=0.152),utilization_change_1m,0.2098999999999999,0.7996861934661865,Utilisation increased recently (utilization_change_1m=0.210)
ACC001100,2022-02-28,39,1.0,1,1.0,cash_buffer_months,1.745,1.1879390478134155,Cash buffer is thin or deteriorating (cash_buffer_months=1.745),payment_to_balance,0.0105036765665978,0.640740692615509,Payment relative to balance is weak (payment_to_balance=0.011),payment_to_due_ratio,0.2334,0.6368815302848816,Payment coverage is high (payment_to_due_ratio=0.233)
ACC001127,2022-02-28,40,1.0,1,4.0,utilization_std_3m,0.1134469479536581,0.9040597677230835,Utilisation volatility is elevated (utilization_std_3m=0.113),cash_buffer_months,2.184,0.8565181493759155,Cash buffer is thin or deteriorating (cash_buffer_months=2.184),utilization_change_1m,0.1359,0.8201119303703308,Utilisation increased recently (utilization_change_1m=0.136)
ACC001178,2022-02-28,41,1.0,1,1.0,cash_buffer_months,1.738,0.9275075793266296,Cash buffer is thin or deteriorating (cash_buffer_months=1.738),utilization_std_3m,0.1705198033465123,0.8340516686439514,Utilisation volatility is elevated (utilization_std_3m=0.171),utilization_change_1m,0.1788999999999999,0.794828474521637,Utilisation increased recently (utilization_change_1m=0.179)
ACC001227,2022-02-28,42,1.0,1,3.0,utilization_std_3m,0.1344974473115878,1.0114243030548096,Utilisation volatility is elevated (utilization_std_3m=0.134),utilization_change_1m,0.1828,0.8966790437698364,Utilisation increased recently (utilization_change_1m=0.183),cash_buffer_months,2.608,0.6837782263755798,Cash buffer is thin or deteriorating (cash_buffer_months=2.608)
ACC001258,2022-02-28,43,1.0,1,1.0,cash_buffer_months,1.12,1.2594091892242432,Cash buffer is thin or deteriorating (cash_buffer_months=1.120),payment_to_balance,0.0200186057894875,0.6053317785263062,Payment relative to balance is weak (payment_to_balance=0.020),payment_to_due_ratio,0.4448,0.45910435914993286,Payment coverage is high (payment_to_due_ratio=0.445)
ACC001314,2022-02-28,44,1.0,1,2.0,cash_buffer_months,1.561,0.9769917726516724,Cash buffer is thin or deteriorating (cash_buffer_months=1.561),utilization_std_3m,0.1317010377078832,0.8672474026679993,Utilisation volatility is elevated (utilization_std_3m=0.132),utilization_change_1m,0.1252999999999999,0.789008378982544,Utilisation increased recently (utilization_change_1m=0.125)
ACC001315,2022-02-28,45,1.0,1,3.0,cash_buffer_months,1.881,0.9920572638511658,Cash buffer is thin or deteriorating (cash_buffer_months=1.881),utilization_std_3m,0.1055754390629434,0.6007205247879028,Utilisation volatility is elevated (utilization_std_3m=0.106),utilization_std_6m,0.1245539668845065,0.4832342863082886,Utilisation volatility is elevated (utilization_std_6m=0.125)
ACC001333,2022-02-28,46,1.0,1,2.0,cash_buffer_months,1.119,0.8995830416679382,Cash buffer is thin or deteriorating (cash_buffer_months=1.119),utilization_std_3m,0.1583744613250512,0.8878467679023743,Utilisation volatility is elevated (utilization_std_3m=0.158),utilization_change_1m,0.1405,0.8077989816665649,Utilisation increased recently (utilization_change_1m=0.141)
ACC001372,2022-02-28,47,1.0,1,1.0,cash_buffer_months,1.262,0.9170159697532654,Cash buffer is thin or deteriorating (cash_buffer_months=1.262),utilization_std_3m,0.1591251499082829,0.8472341895103455,Utilisation volatility is elevated (utilization_std_3m=0.159),utilization_change_1m,0.1541999999999999,0.7017198801040649,Utilisation increased recently (utilization_change_1m=0.154)
ACC001388,2022-02-28,48,1.0,1,1.0,cash_buffer_months,0.784,0.9238699078559875,Cash buffer is thin or deteriorating (cash_buffer_months=0.784),utilization_std_3m,0.1556703247250412,0.8847527503967285,Utilisation volatility is elevated (utilization_std_3m=0.156),utilization_change_1m,0.1874999999999999,0.7022032141685486,Utilisation increased recently (utilization_change_1m=0.187)
ACC001449,2022-02-28,49,1.0,1,2.0,cash_buffer_months,1.941,0.9491603970527649,Cash buffer is thin or deteriorating (cash_buffer_months=1.941),utilization_std_3m,0.1177627417026855,0.9323933124542236,Utilisation volatility is elevated (utilization_std_3m=0.118),utilization_std_6m,0.1749732322385341,0.6494943499565125,Utilisation volatility is elevated (utilization_std_6m=0.175)
ACC001450,2022-02-28,50,1.0,1,4.0,utilization_change_1m,0.1192,0.9621511697769165,Utilisation increased recently (utilization_change_1m=0.119),utilization_std_6m,0.1185948340639956,0.6262671947479248,Utilisation volatility is elevated (utilization_std_6m=0.119),utilization_std_3m,0.0753668583220322,0.5929180383682251,Utilisation volatility is elevated (utilization_std_3m=0.075)
ACC001482,2022-02-28,51,1.0,1,4.0,utilization_change_1m,0.1323999999999999,0.9670042991638184,Utilisation increased recently (utilization_change_1m=0.132),utilization_std_3m,0.1022616252560072,0.9525278806686401,Utilisation volatility is elevated (utilization_std_3m=0.102),cash_buffer_months,2.545,0.7150683403015137,Cash buffer is thin or deteriorating (cash_buffer_months=2.545)
ACC001489,2022-02-28,52,1.0,1,2.0,cash_buffer_months,1.617,0.9145902991294861,Cash buffer is thin or deteriorating (cash_buffer_months=1.617),utilization_std_3m,0.2227824349748725,0.8668949007987976,Utilisation volatility is elevated (utilization_std_3m=0.223),utilization_change_1m,0.1997999999999999,0.7796958684921265,Utilisation increased recently (utilization_change_1m=0.200)
ACC001508,2022-02-28,53,1.0,1,2.0,cash_buffer_months,1.768,1.231266736984253,Cash buffer is thin or deteriorating (cash_buffer_months=1.768),payment_to_balance,0.0163323156699529,0.5640434622764587,Payment relative to balance is weak (payment_to_balance=0.016),payment_to_due_ratio,0.3629,0.4650571644306183,Payment coverage is high (payment_to_due_ratio=0.363)
ACC001579,2022-02-28,54,1.0,1,4.0,utilization_std_3m,0.1019598450371518,0.9633294343948364,Utilisation volatility is elevated (utilization_std_3m=0.102),cash_buffer_months,1.609,0.9519178867340088,Cash buffer is thin or deteriorating (cash_buffer_months=1.609),utilization_change_1m,0.0891,0.8308878540992737,Utilisation increased recently (utilization_change_1m=0.089)
ACC001621,2022-02-28,55,1.0,1,1.0,cash_buffer_months,2.05,0.9243951439857483,Cash buffer is thin or deteriorating (cash_buffer_months=2.050),utilization_std_3m,0.1954930263035828,0.8348091244697571,Utilisation volatility is elevated (utilization_std_3m=0.195),utilization_change_1m,0.2152,0.7863816618919373,Utilisation increased recently (utilization_change_1m=0.215)
ACC001633,2022-02-28,56,1.0,1,1.0,cash_buffer_months,1.3,0.9008132815361023,Cash buffer is thin or deteriorating (cash_buffer_months=1.300),utilization_std_3m,0.2127032048026855,0.8668171167373657,Utilisation volatility is elevated (utilization_std_3m=0.213),utilization_change_1m,0.2286000000000001,0.7896934747695923,Utilisation increased recently (utilization_change_1m=0.229)
ACC001662,2022-02-28,57,1.0,1,2.0,cash_buffer_months,1.121,0.9224935173988342,Cash buffer is thin or deteriorating (cash_buffer_months=1.121),utilization_std_3m,0.1363495630111566,0.8998816013336182,Utilisation volatility is elevated (utilization_std_3m=0.136),utilization_change_1m,0.1190999999999999,0.7748981714248657,Utilisation increased recently (utilization_change_1m=0.119)
ACC001675,2022-02-28,58,1.0,1,3.0,utilization_std_3m,0.1309058567571877,0.9865803718566895,Utilisation volatility is elevated (utilization_std_3m=0.131),utilization_change_1m,0.1026,0.9704350829124451,Utilisation increased recently (utilization_change_1m=0.103),cash_buffer_months,2.196,0.8144171833992004,Cash buffer is thin or deteriorating (cash_buffer_months=2.196)
ACC001708,2022-02-28,59,1.0,1,2.0,cash_buffer_months,1.624,0.9259798526763916,Cash buffer is thin or deteriorating (cash_buffer_months=1.624),utilization_std_3m,0.1690803655070568,0.8243340253829956,Utilisation volatility is elevated (utilization_std_3m=0.169),utilization_change_1m,0.1745999999999998,0.7750629782676697,Utilisation increased recently (utilization_change_1m=0.175)
ACC001785,2022-02-28,60,1.0,1,2.0,cash_buffer_months,1.062,0.9536168575286865,Cash buffer is thin or deteriorating (cash_buffer_months=1.062),utilization_std_3m,0.1146261023211262,0.8388115763664246,Utilisation volatility is elevated (utilization_std_3m=0.115),utilization_change_1m,0.1331,0.7424379587173462,Utilisation increased recently (utilization_change_1m=0.133)
ACC001827,2022-02-28,61,1.0,1,3.0,cash_buffer_months,1.093,1.014082431793213,Cash buffer is thin or deteriorating (cash_buffer_months=1.093),utilization_std_3m,0.1173093772892856,0.7877103686332703,Utilisation volatility is elevated (utilization_std_3m=0.117),utilization_std_6m,0.149625578250066,0.6099052429199219,Utilisation volatility is elevated (utilization_std_6m=0.150)
ACC001857,2022-02-28,62,1.0,1,2.0,cash_buffer_months,1.837,0.9911413192749023,Cash buffer is thin or deteriorating (cash_buffer_months=1.837),utilization_std_3m,0.1363545501013199,0.8635919690132141,Utilisation volatility is elevated (utilization_std_3m=0.136),utilization_change_1m,0.1776999999999999,0.7058964371681213,Utilisation increased recently (utilization_change_1m=0.178)
ACC002013,2022-02-28,63,1.0,1,1.0,prior_30_plus_count_12m,2.0,1.1731929779052734,Prior delinquency history contributes (prior_30_plus_count_12m=2.000),utilization_std_3m,0.0920517789073076,0.8335356116294861,Utilisation volatility is elevated (utilization_std_3m=0.092),utilization_std_6m,0.1165987935900992,0.6317304372787476,Utilisation volatility is elevated (utilization_std_6m=0.117)
ACC002052,2022-02-28,64,1.0,1,2.0,cash_buffer_months,1.323,1.0013707876205444,Cash buffer is thin or deteriorating (cash_buffer_months=1.323),utilization_std_3m,0.115549772825394,0.83156418800354,Utilisation volatility is elevated (utilization_std_3m=0.116),utilization_change_1m,0.1344999999999999,0.686523973941803,Utilisation increased recently (utilization_change_1m=0.134)
ACC002069,2022-02-28,65,1.0,1,1.0,cash_buffer_months,2.054,0.9296516180038452,Cash buffer is thin or deteriorating (cash_buffer_months=2.054),utilization_std_3m,0.1272331062787245,0.8935104608535767,Utilisation volatility is elevated (utilization_std_3m=0.127),utilization_std_6m,0.2121736969246345,0.6316741108894348,Utilisation volatility is elevated (utilization_std_6m=0.212)
ACC002093,2022-02-28,66,1.0,1,2.0,cash_buffer_months,1.425,0.9002750515937805,Cash buffer is thin or deteriorating (cash_buffer_months=1.425),utilization_std_3m,0.1254538294885148,0.8464122414588928,Utilisation volatility is elevated (utilization_std_3m=0.125),utilization_change_1m,0.1637999999999999,0.7005476951599121,Utilisation increased recently (utilization_change_1m=0.164)
ACC002111,2022-02-28,67,1.0,1,1.0,cash_buffer_months,1.409,0.9023160338401794,Cash buffer is thin or deteriorating (cash_buffer_months=1.409),utilization_std_3m,0.1032194910534493,0.8523383140563965,Utilisation volatility is elevated (utilization_std_3m=0.103),utilization_std_6m,0.1704248886362163,0.6259963512420654,Utilisation volatility is elevated (utilization_std_6m=0.170)
ACC002214,2022-02-28,68,1.0,1,4.0,utilization_std_3m,0.0901236372989905,0.9092652201652527,Utilisation volatility is elevated (utilization_std_3m=0.090),cash_buffer_months,2.573,0.6459502577781677,Cash buffer is thin or deteriorating (cash_buffer_months=2.573),utilization_std_6m,0.1221594040587952,0.6220024824142456,Utilisation volatility is elevated (utilization_std_6m=0.122)
ACC002280,2022-02-28,69,1.0,1,3.0,cash_buffer_months,1.032,0.9518876075744629,Cash buffer is thin or deteriorating (cash_buffer_months=1.032),utilization_std_3m,0.09541511061322,0.8127918243408203,Utilisation volatility is elevated (utilization_std_3m=0.095),utilization_change_1m,0.1228,0.7752175331115723,Utilisation increased recently (utilization_change_1m=0.123)
ACC002312,2022-02-28,70,1.0,1,3.0,cash_buffer_months,2.372,0.872405469417572,Cash buffer is thin or deteriorating (cash_buffer_months=2.372),utilization_std_3m,0.1315876513963224,0.8356186151504517,Utilisation volatility is elevated (utilization_std_3m=0.132),utilization_change_1m,0.1556999999999999,0.795843243598938,Utilisation increased recently (utilization_change_1m=0.156)
ACC002351,2022-02-28,71,1.0,1,3.0,utilization_std_3m,0.1084952994373493,0.9245635867118835,Utilisation volatility is elevated (utilization_std_3m=0.108),cash_buffer_months,2.034,0.9180214405059814,Cash buffer is thin or deteriorating (cash_buffer_months=2.034),utilization_change_1m,0.1567999999999999,0.8466307520866394,Utilisation increased recently (utilization_change_1m=0.157)
ACC002354,2022-02-28,72,1.0,1,3.0,utilization_std_3m,0.1058035443640713,0.9337825179100037,Utilisation volatility is elevated (utilization_std_3m=0.106),cash_buffer_months,2.14,0.906657338142395,Cash buffer is thin or deteriorating (cash_buffer_months=2.140),utilization_std_6m,0.1338051867455069,0.6999615430831909,Utilisation volatility is elevated (utilization_std_6m=0.134)
ACC002462,2022-02-28,73,1.0,1,3.0,utilization_std_3m,0.1171461907191182,0.9423182606697083,Utilisation volatility is elevated (utilization_std_3m=0.117),cash_buffer_months,2.435,0.7452566623687744,Cash buffer is thin or deteriorating (cash_buffer_months=2.435),utilization_change_1m,0.0912,0.6753751635551453,Utilisation increased recently (utilization_change_1m=0.091)
ACC002464,2022-02-28,74,1.0,1,1.0,cash_buffer_months,1.65,0.9331806302070618,Cash buffer is thin or deteriorating (cash_buffer_months=1.650),utilization_std_3m,0.2058408689578755,0.8995484113693237,Utilisation volatility is elevated (utilization_std_3m=0.206),utilization_change_1m,0.1903,0.7992162108421326,Utilisation increased recently (utilization_change_1m=0.190)
ACC002480,2022-02-28,75,1.0,1,2.0,cash_buffer_months,1.399,1.2358784675598145,Cash buffer is thin or deteriorating (cash_buffer_months=1.399),payment_to_balance,0.0205423879125518,0.5684470534324646,Payment relative to balance is weak (payment_to_balance=0.021),utilization_std_6m,0.1301580334311583,0.5636721253395081,Utilisation volatility is elevated (utilization_std_6m=0.130)
ACC000021,2022-02-28,76,0.98876405,1,3.0,prior_30_plus_count_12m,1.0,1.183402419090271,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_6m,0.1637292205645245,0.6805126667022705,Utilisation volatility is elevated (utilization_std_6m=0.164),ever_30_plus_before_t,1.0,0.40557193756103516,ever_30_plus_before_t contributes to higher risk (1.000)
ACC000453,2022-02-28,77,0.98876405,1,3.0,cash_buffer_months,1.397,1.2677223682403564,Cash buffer is thin or deteriorating (cash_buffer_months=1.397),payment_to_balance,0.0342613325199476,0.5226147174835205,Payment relative to balance is weak (payment_to_balance=0.034),utilization,1.18,0.42344793677330017,Utilisation level is high (utilization=1.180)
ACC000600,2022-02-28,78,0.98876405,0,,utilization_std_3m,0.1008525656589855,0.9037413597106934,Utilisation volatility is elevated (utilization_std_3m=0.101),payment_to_balance,0.0343062987063789,0.5012474060058594,Payment relative to balance is weak (payment_to_balance=0.034),utilization_change_1m,0.0788,0.43534907698631287,Utilisation increased recently (utilization_change_1m=0.079)
ACC000630,2022-02-28,79,0.98876405,1,5.0,cash_buffer_months,2.162,0.9540538787841797,Cash buffer is thin or deteriorating (cash_buffer_months=2.162),utilization_std_3m,0.0803078036888893,0.612736165523529,Utilisation volatility is elevated (utilization_std_3m=0.080),payment_to_balance,0.0304935155030543,0.5602946281433105,Payment relative to balance is weak (payment_to_balance=0.030)
ACC000658,2022-02-28,80,0.98876405,1,3.0,utilization_std_3m,0.0941536510178958,0.8376669883728027,Utilisation volatility is elevated (utilization_std_3m=0.094),utilization_std_6m,0.1227103703849027,0.5901768207550049,Utilisation volatility is elevated (utilization_std_6m=0.123),payment_to_balance,0.0306302136679574,0.48107054829597473,Payment relative to balance is weak (payment_to_balance=0.031)
ACC000721,2022-02-28,81,0.98876405,1,5.0,utilization_std_3m,0.1052266759587761,0.9470289945602417,Utilisation volatility is elevated (utilization_std_3m=0.105),utilization_change_1m,0.1423999999999999,0.9212779998779297,Utilisation increased recently (utilization_change_1m=0.142),cash_buffer_months,2.698,0.3586948812007904,Cash buffer is thin or deteriorating (cash_buffer_months=2.698)
ACC000775,2022-02-28,82,0.98876405,1,4.0,utilization_change_1m,0.1184,1.0012167692184448,Utilisation increased recently (utilization_change_1m=0.118),cash_buffer_months,2.366,0.7715606689453125,Cash buffer is thin or deteriorating (cash_buffer_months=2.366),utilization_std_3m,0.0780502615840156,0.6668504476547241,Utilisation volatility is elevated (utilization_std_3m=0.078)
ACC000808,2022-02-28,83,0.98876405,0,,utilization_std_3m,0.0850431263144374,0.9110283255577087,Utilisation volatility is elevated (utilization_std_3m=0.085),cash_buffer_months,2.305,0.8783102035522461,Cash buffer is thin or deteriorating (cash_buffer_months=2.305),payment_to_balance,0.0359885595330762,0.48078277707099915,Payment relative to balance is weak (payment_to_balance=0.036)
ACC000918,2022-02-28,84,0.98876405,1,4.0,cash_buffer_months,2.398,0.9173381924629211,Cash buffer is thin or deteriorating (cash_buffer_months=2.398),utilization_change_1m,0.0903,0.5864476561546326,Utilisation increased recently (utilization_change_1m=0.090),payment_to_balance,0.0249872797076645,0.4924415946006775,Payment relative to balance is weak (payment_to_balance=0.025)
ACC001057,2022-02-28,85,0.98876405,1,2.0,prior_30_plus_count_12m,1.0,1.4649600982666016,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_6m,0.1426945222027344,0.7189733386039734,Utilisation volatility is elevated (utilization_std_6m=0.143),ever_30_plus_before_t,1.0,0.4701159596443176,ever_30_plus_before_t contributes to higher risk (1.000)
ACC001326,2022-02-28,86,0.98876405,1,6.0,utilization_change_1m,0.0886,1.0625295639038086,Utilisation increased recently (utilization_change_1m=0.089),utilization_std_3m,0.0849761339043696,0.8548110127449036,Utilisation volatility is elevated (utilization_std_3m=0.085),cash_buffer_months,2.416,0.6895428895950317,Cash buffer is thin or deteriorating (cash_buffer_months=2.416)
ACC001342,2022-02-28,87,0.98876405,0,,utilization_change_1m,0.1351,1.0365486145019531,Utilisation increased recently (utilization_change_1m=0.135),utilization_std_3m,0.1150225630039598,0.9645544290542603,Utilisation volatility is elevated (utilization_std_3m=0.115),utilization_std_6m,0.0955864355788344,0.2995414733886719,Utilisation volatility is elevated (utilization_std_6m=0.096)
ACC001476,2022-02-28,88,0.98876405,1,6.0,cash_buffer_months,2.422,0.7590539455413818,Cash buffer is thin or deteriorating (cash_buffer_months=2.422),utilization_change_1m,0.1169,0.6374452114105225,Utilisation increased recently (utilization_change_1m=0.117),utilization_std_3m,0.0866735830573538,0.5286250114440918,Utilisation volatility is elevated (utilization_std_3m=0.087)
ACC001532,2022-02-28,89,0.98876405,1,5.0,cash_buffer_months,2.601,0.738610565662384,Cash buffer is thin or deteriorating (cash_buffer_months=2.601),utilization_change_1m,0.0919999999999999,0.6054279804229736,Utilisation increased recently (utilization_change_1m=0.092),payment_to_balance,0.0291336558768735,0.47773951292037964,Payment relative to balance is weak (payment_to_balance=0.029)
ACC001594,2022-02-28,90,0.98876405,0,,utilization_std_3m,0.0834016186893276,0.7616313099861145,Utilisation volatility is elevated (utilization_std_3m=0.083),utilization_change_1m,0.0843,0.5979841351509094,Utilisation increased recently (utilization_change_1m=0.084),payment_to_balance,0.034514527728504,0.5073029398918152,Payment relative to balance is weak (payment_to_balance=0.035)
ACC001663,2022-02-28,91,0.98876405,1,1.0,cash_buffer_months,1.258,1.2484691143035889,Cash buffer is thin or deteriorating (cash_buffer_months=1.258),payment_to_balance,0.0186180750735796,0.5937979817390442,Payment relative to balance is weak (payment_to_balance=0.019),payment_to_due_ratio,0.4137,0.4747028052806854,Payment coverage is high (payment_to_due_ratio=0.414)
ACC001666,2022-02-28,92,0.98876405,1,5.0,utilization_std_3m,0.0882511756295633,0.8815012574195862,Utilisation volatility is elevated (utilization_std_3m=0.088),payment_to_balance,0.0288985567765879,0.5797430276870728,Payment relative to balance is weak (payment_to_balance=0.029),payment_to_due_ratio,0.6422,0.4409550130367279,Payment coverage is high (payment_to_due_ratio=0.642)
ACC001949,2022-02-28,93,0.98876405,1,2.0,cash_buffer_months,0.941,1.244829773902893,Cash buffer is thin or deteriorating (cash_buffer_months=0.941),payment_to_balance,0.0103450848306388,0.6131387948989868,Payment relative to balance is weak (payment_to_balance=0.010),payment_to_due_ratio,0.2299,0.44658374786376953,Payment coverage is high (payment_to_due_ratio=0.230)
ACC001975,2022-02-28,94,0.98876405,1,1.0,prior_30_plus_count_12m,2.0,1.3502906560897827,Prior delinquency history contributes (prior_30_plus_count_12m=2.000),payment_to_due_ratio_std_6m,0.2356621685096416,0.4162253737449646,payment_to_due_ratio_std_6m contributes to higher risk (0.236),utilization,0.9403,0.36533603072166443,Utilisation level is high (utilization=0.940)
ACC001999,2022-02-28,95,0.98876405,1,3.0,cash_buffer_months,1.657,1.2620140314102173,Cash buffer is thin or deteriorating (cash_buffer_months=1.657),payment_to_balance,0.0129238767384371,0.6114900708198547,Payment relative to balance is weak (payment_to_balance=0.013),payment_to_due_ratio_std_6m,0.261380328257503,0.4679068326950073,payment_to_due_ratio_std_6m contributes to higher risk (0.261)
ACC002085,2022-02-28,96,0.98876405,1,5.0,utilization_change_1m,0.1001,0.8690688014030457,Utilisation increased recently (utilization_change_1m=0.100),cash_buffer_months,2.305,0.8048756122589111,Cash buffer is thin or deteriorating (cash_buffer_months=2.305),payment_to_balance,0.02910856486883,0.47858375310897827,Payment relative to balance is weak (payment_to_balance=0.029)
ACC002180,2022-02-28,97,0.98876405,1,4.0,cash_buffer_months,2.187,1.1319341659545898,Cash buffer is thin or deteriorating (cash_buffer_months=2.187),payment_to_balance,0.0245611909557632,0.6075860857963562,Payment relative to balance is weak (payment_to_balance=0.025),payment_to_due_ratio,0.5458,0.4456653892993927,Payment coverage is high (payment_to_due_ratio=0.546)
ACC002426,2022-02-28,98,0.98876405,1,1.0,cash_buffer_months,1.248,1.2780163288116455,Cash buffer is thin or deteriorating (cash_buffer_months=1.248),payment_to_balance,0.0189681057526822,0.5868464112281799,Payment relative to balance is weak (payment_to_balance=0.019),payment_to_due_ratio,0.4215,0.439288467168808,Payment coverage is high (payment_to_due_ratio=0.421)
ACC000136,2022-02-28,99,0.825,0,,utilization_std_3m,0.0950067892310863,1.041552186012268,Utilisation volatility is elevated (utilization_std_3m=0.095),utilization_change_1m,0.0854,0.6883337497711182,Utilisation increased recently (utilization_change_1m=0.085),utilization_std_6m,0.1076860761658631,0.45767900347709656,Utilisation volatility is elevated (utilization_std_6m=0.108)
ACC000178,2022-02-28,100,0.825,0,,utilization_std_3m,0.0787529258715722,0.6812770962715149,Utilisation volatility is elevated (utilization_std_3m=0.079),payment_to_balance,0.0392868887442888,0.4796714186668396,Payment relative to balance is weak (payment_to_balance=0.039),cash_buffer_months,2.796,0.3906833827495575,Cash buffer is thin or deteriorating (cash_buffer_months=2.796)
ACC000012,2022-03-31,1,1.0,1,2.0,utilization_std_3m,0.1270640127389862,0.9445099234580994,Utilisation volatility is elevated (utilization_std_3m=0.127),cash_buffer_months,1.935,0.928817629814148,Cash buffer is thin or deteriorating (cash_buffer_months=1.935),utilization_change_1m,0.1561999999999999,0.8113220930099487,Utilisation increased recently (utilization_change_1m=0.156)
ACC000015,2022-03-31,2,1.0,1,4.0,utilization_std_3m,0.1278781190561284,0.939695417881012,Utilisation volatility is elevated (utilization_std_3m=0.128),utilization_change_1m,0.1422,0.8778878450393677,Utilisation increased recently (utilization_change_1m=0.142),utilization_std_6m,0.1232908066321248,0.5834363102912903,Utilisation volatility is elevated (utilization_std_6m=0.123)
ACC000065,2022-03-31,3,1.0,1,3.0,cash_buffer_months,1.354,0.9078975915908813,Cash buffer is thin or deteriorating (cash_buffer_months=1.354),utilization_std_3m,0.1204721129556533,0.8674281239509583,Utilisation volatility is elevated (utilization_std_3m=0.120),utilization_std_6m,0.1353713522130884,0.6230753660202026,Utilisation volatility is elevated (utilization_std_6m=0.135)
ACC000101,2022-03-31,4,1.0,1,3.0,cash_buffer_months,1.27,0.9776562452316284,Cash buffer is thin or deteriorating (cash_buffer_months=1.270),utilization_std_3m,0.1226845684400988,0.8077118992805481,Utilisation volatility is elevated (utilization_std_3m=0.123),utilization_change_1m,0.1324999999999998,0.7719964981079102,Utilisation increased recently (utilization_change_1m=0.132)
ACC000150,2022-03-31,5,1.0,1,2.0,prior_30_plus_count_12m,1.0,1.1162562370300293,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_3m,0.1068922822284192,0.9741725921630859,Utilisation volatility is elevated (utilization_std_3m=0.107),utilization_std_6m,0.1368750817351359,0.6019036173820496,Utilisation volatility is elevated (utilization_std_6m=0.137)
